fund_code,fund_name,theme_hint,investability_hint,investability_note,is_current,latest_nav_date,latest_price,return_5d_pct,previous_5d_pct,acceleration_5d_pp,return_20d_pct,previous_20d_pct,acceleration_20d_pp,return_60d_pct,return_126d_pct,return_252d_pct,volatility_20d_ann_pct,max_drawdown_60d_pct,distance_from_60d_high_pct,portfolio_size_try,investor_count,history_observations,stock_pct,foreign_stock_pct,foreign_security_pct,foreign_etf_pct,precious_metals_pct,eurobond_pct,government_bond_pct,private_sector_bond_pct,investment_fund_pct,etf_pct,term_deposit_pct,repo_pct,reverse_repo_pct,derivative_pct,dataset_latest_date,breakdown_date,generated_at_local
DOV,DENİZ PORTFÖY ONÜÇÜNCÜ SERBEST (DÖVİZ-AVRO) FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,61.1846,1.6492,0.721,0.9282,4.5524,2.0939,2.4585,6.1607,9.685,20.8509,4.7182,-1.7552,0.0,75276762087.17,17179.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,1.95,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DP1,DENİZ PORTFÖY DELTA SERBEST ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,18.0686,0.6178,0.2414,0.3764,1.7975,-1.4092,3.2066,3.3564,-0.2292,18.776,10.5218,-6.3512,-2.4212,5141914121.16,7.0,304,58.88,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.42,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DP2,DENİZ PORTFÖY ÖZER SERBEST (DÖVİZ) ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,66.5346,0.5036,0.6358,-0.1323,2.3826,0.3716,2.011,5.5405,9.1501,21.9123,1.4192,-0.7845,0.0,372912549.23,11.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DP3,DENİZ PORTFÖY DUMAN SERBEST (DÖVİZ) ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,70.7523,0.3176,0.6996,-0.382,2.8022,1.2054,1.5968,8.0535,10.7371,25.3702,2.2609,-0.3131,0.0,331175788.74,4.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DP4,DENİZ PORTFÖY GİZEM SERBEST (DÖVİZ) ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,74.5679,0.5989,0.7392,-0.1403,2.8217,2.2178,0.6039,8.292,14.015,31.2582,1.5722,-0.0612,0.0,548716608.54,3.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.38,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DP5,DENİZ PORTFÖY MER SERBEST (DÖVİZ) ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,84.2514,-0.1292,1.3494,-1.4786,6.3433,-5.6399,11.9832,11.5612,4.8657,29.392,15.7895,-6.7628,-0.9401,1824622126.3,1.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-81.31,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DP6,DENİZ PORTFÖY KAR PAYI ÖDEYEN BEŞİNCİ SERBEST (DÖVİZ) FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,47.9745,0.4198,0.07,0.3498,1.4122,1.2151,0.1971,5.0236,13.6238,24.69,1.824,-0.327,0.0,1927739551.87,212.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DP7,DENİZ PORTFÖY DEMİR SERBEST (DÖVİZ) ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,61.2217,0.361,0.527,-0.166,2.2539,1.625,0.6289,6.6803,11.4501,23.0683,1.4241,-0.1432,0.0,551104105.26,3.0,304,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,34.51,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DP8,DENİZ PORTFÖY KAR PAYI ÖDEYEN ALTINCI SERBEST (DÖVİZ) FON,Altın,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,48.2034,0.4195,0.4993,-0.0798,1.4584,1.5476,-0.0892,4.7879,13.4054,24.8698,1.8696,-0.3348,0.0,397990280.62,49.0,303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DP9,DENİZ PORTFÖY KAR PAYI ÖDEYEN YEDİNCİ SERBEST (DÖVİZ) FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,47.9989,0.0472,0.5917,-0.5445,1.7964,1.1336,0.6628,5.365,10.3756,17.7502,1.916,-0.5212,-0.3003,6066537934.24,155.0,295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DPB,DENİZ PORTFÖY SERBEST (DÖVİZ) FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,24.3218,0.3959,0.6961,-0.3002,2.7654,1.2396,1.5258,7.5045,8.9133,24.255,2.1558,-0.3124,0.0,11913372623.9,3165.0,304,2.23,0.0,0.0,0.0,0.0,0.0,1.34,0.0,0.59,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DPC,DENİZ PORTFÖY FRS SERBEST (DÖVİZ) ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,99.4967,0.4043,0.6477,-0.2434,2.4246,1.5185,0.9061,6.7656,10.7607,23.322,1.5751,-0.1227,0.0,332548253.16,1.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DPE,DENİZ PORTFÖY EGE SERBEST (DÖVİZ) ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,22.7878,0.3912,0.6636,-0.2724,2.8353,1.09,1.7453,7.5335,10.5188,24.4679,2.54,-0.3694,-0.0275,1491612107.5,1.0,304,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DPG,DENİZ PORTFÖY REYHAN SERBEST (DÖVİZ) ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,101.4158,0.4316,0.6858,-0.2542,2.8865,1.2474,1.6391,7.7037,11.1578,25.1475,2.2687,-0.3193,0.0,581537948.71,2.0,304,0.0,0.07,0.0,0.0,0.39,0.0,0.0,0.0,15.19,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DPI,DENİZ PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Hisse Senedi,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,8.8835,0.8799,0.5476,0.3323,2.479,2.7544,-0.2754,8.2013,19.4297,40.9715,1.9459,-0.2086,0.0,379135824.85,126.0,304,90.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.14,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DPL,DENİZ PORTFÖY NİL SERBEST (DÖVİZ) ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,102.7888,1.1191,0.8934,0.2257,4.0314,1.7203,2.3112,5.1424,10.0075,22.187,3.0407,-1.3597,0.0,2311727880.62,1.0,304,0.0,5.91,0.0,0.0,1.75,0.0,0.0,0.0,83.09,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DPN,DENİZ PORTFÖY NEVA SERBEST (DÖVİZ) ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,58.1857,0.1916,0.2401,-0.0485,0.8494,0.7945,0.0548,2.6001,3.94,4.366,1.5709,-0.2428,-0.0671,2283207.57,1.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DPP,DENİZ PORTFÖY HLC SERBEST (DÖVİZ) ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,149.9184,-1.433,1.9963,-3.4292,2.0184,-6.7003,8.7187,-5.6268,-3.4877,17.0167,11.7632,-11.4906,-9.2388,202379601.81,2.0,304,0.0,15.52,0.0,0.0,0.0,0.0,0.0,0.0,73.97,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DPZ,DENİZ PORTFÖY YAZ SERBEST (DÖVİZ) ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,83.0594,0.5064,0.6037,-0.0973,2.221,2.1256,0.0953,6.9439,11.4058,24.0173,1.0987,-0.0402,0.0,123034682.63,1.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DRA,NEO PORTFÖY DORA SERBEST FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,1.3138,2.6885,2.9046,-0.2161,5.3216,0.4053,4.9164,15.9381,-11.3901,24.5299,24.4833,-9.8088,-0.1386,45041979.66,48.0,304,70.44,6.54,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DRD,DENİZ PORTFÖY KAR PAYI ÖDEYEN ONBİRİNCİ SERBEST (DÖVİZ-AVRO) FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,56.2967,1.6387,0.5525,1.0862,4.8295,1.2724,3.5571,4.8543,7.6922,18.3059,4.3878,-1.7361,0.0,1739477260.51,149.0,301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.79,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DRH,PARDUS PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Hisse Senedi,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,1.8022,3.6323,-0.1077,3.74,9.9397,23.7684,-13.8287,55.2792,62.5776,94.3473,48.0674,-11.5465,-2.4675,664526303.22,71.0,304,100.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DSC,DENİZ PORTFÖY RÜ SERBEST (DÖVİZ) ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,67.0392,0.3648,0.6776,-0.3128,2.6421,1.105,1.5371,7.3829,10.3658,23.0989,2.0783,-0.3049,0.0,996209277.47,1.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DSD,DENİZ PORTFÖY İKİNCİ SERBEST (DÖVİZ_AVRO) FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,72.5531,1.3936,0.6359,0.7577,5.322,1.0588,4.2632,7.9116,8.7611,24.4809,5.6017,-1.8082,0.0,3675406468.73,1419.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DSH,AK PORTFÖY DÖRDÜNCÜ SERBEST FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,2.2367,0.8203,0.8517,-0.0314,3.4156,3.0174,0.3982,9.9296,16.57,44.2474,1.48,-100.0,0.0,4028729513.12,1297.0,291,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
DSV,DENİZ PORTFÖY 2028 SERBEST (DÖVİZ) FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,49.2449,0.1951,0.6336,-0.4385,2.1052,1.726,0.3792,6.7226,7.5718,20.6476,1.4422,-0.1253,0.0,1366025875.78,44.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DTO,DENİZ PORTFÖY KAR PAYI ÖDEYEN ONDÖRDÜNCÜ SERBEST (DÖVİZ) FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,47.8121,0.4065,0.4731,-0.0667,1.4248,1.5367,-0.112,4.7266,9.26,18.1336,1.7666,-0.2977,0.0,118798196.27,131.0,300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.03,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DTP,AZİMUT PORTFÖY ADATEPE SERBEST ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,1.8723,1.7561,0.4642,1.2919,2.2491,0.8295,1.4196,-1.4059,3.4029,23.3575,6.0587,-8.2461,-4.6074,1696206246.26,4.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
DTV,DENİZ PORTFÖY CEY SERBEST (DÖVİZ) ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,69.6604,0.497,0.703,-0.2059,2.9016,1.6587,1.2429,8.3527,13.1981,29.3318,2.777,-0.3778,-0.2208,4205790675.85,4.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DUC,DENİZ PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Hisse Senedi,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,0.4376,2.566,0.2974,2.2686,-5.2988,-14.3385,9.0398,-26.2682,-29.6711,,40.4964,-36.9889,-28.8531,151556.84,12.0,139,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DUD,DENİZ PORTFÖY UZUN VADELİ SERBEST (DÖVİZ) FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,52.9317,0.1974,0.9103,-0.7128,4.2215,-1.7951,6.0166,9.2314,9.9537,28.6212,8.0974,-2.7184,-0.3846,364164304.32,274.0,269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.37,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DUH,HEDEF PORTFÖY UFUK HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Hisse Senedi,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,0.0,-100.0,11.7998,-111.7998,-100.0,1.5242,-101.5242,-100.0,-100.0,-100.0,409.38,-100.0,-100.0,0.0,462.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
DUT,DENİZ PORTFÖY KAR PAYI ÖDEYEN DÖRDÜNCÜ SERBEST (DÖVİZ) FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,47.6557,0.4287,0.5187,-0.0899,0.8856,1.053,-0.1675,3.7356,9.1129,23.0939,3.9598,-0.9709,0.0,880098579.0,244.0,300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DVC,DENİZ PORTFÖY LİYA SERBEST (DÖVİZ) ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,68.895,0.4996,0.6127,-0.1131,2.3605,1.9945,0.3661,7.0339,11.3043,24.6153,1.2619,-0.0938,0.0,56838381.23,1.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.31,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DVI,DENİZ PORTFÖY OLBA SERBEST (DÖVİZ) ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,77.9067,0.6526,0.6615,-0.0088,3.2065,1.3147,1.8918,6.8382,8.6514,22.82,2.3327,-0.436,0.0,196550713.58,2.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DVN,DENİZ PORTFÖY G2B SERBEST (DÖVİZ) ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,65.5307,0.6021,0.7671,-0.165,2.6833,1.424,1.2593,6.5497,11.7995,22.1733,4.0889,-1.0982,0.0,313861555.15,1.0,304,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DVO,DENİZ PORTFÖY BİRİNCİ SERBEST (TL) ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,5.3344,0.7001,0.6972,0.0029,2.8327,2.9946,-0.1619,9.3174,21.8846,46.2019,1.3688,0.0,0.0,34180318.39,1.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.74,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DVS,DENİZ PORTFÖY KISA VADELİ SERBEST (TL) FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,1.5763,0.7598,0.7867,-0.0269,3.1501,3.2691,-0.1189,10.1618,21.5142,47.6567,1.388,0.0,0.0,289263066.22,309.0,288,0.0,0.0,0.0,0.0,0.0,0.0,20.36,3.61,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DVU,AZİMUT PORTFÖY 17.0 SERBEST ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,8.7676,3.3934,0.8217,2.5717,4.5295,2.5645,1.965,11.2059,19.8031,53.6929,8.7452,-2.1432,0.0,1466916273.27,5.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
DVZ,DENİZ PORTFÖY EFES SERBEST (DÖVİZ) ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,66.7628,0.3026,0.6328,-0.3301,2.5266,1.431,1.0955,7.2471,10.6106,24.1154,1.8662,-0.2758,0.0,1402790723.92,1.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DYJ,DENİZ PORTFÖY KAR PAYI ÖDEYEN ÜÇÜNCÜ SERBEST (DÖVİZ) FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,48.3982,0.384,0.7089,-0.3249,2.1676,1.0284,1.1392,6.0235,10.593,20.2164,2.8148,-0.4255,-0.0505,1136920908.9,154.0,294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DYS,DENİZ PORTFÖY SAM YELİ SERBEST FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,1.6621,0.6856,0.6817,0.0039,2.7694,2.9033,-0.1339,8.3793,17.8016,33.4957,1.4567,-0.2199,0.0,19298163.35,13.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.7,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DZ2,DENİZ PORTFÖY İKİNCİ SERBEST ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,1.4125,2.7189,0.3032,2.4157,3.5768,0.0099,3.5669,0.4837,-2.4116,33.9982,15.6571,-8.0905,-2.2181,12573797093.95,2.0,304,56.8,0.0,0.0,0.0,19.19,0.0,0.0,15.34,8.67,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DZM,DENİZ PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,86.5421,0.4357,0.686,-0.2503,2.7474,1.5115,1.2359,7.5929,9.1681,22.321,1.6663,-0.1935,0.0,12006598586.13,4147.0,304,1.53,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.83,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
DZP,AZİMUT PORTFÖY DENİZ SERBEST (DÖVİZ) ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,60.5378,-0.1289,0.5828,-0.7117,2.7079,2.0097,0.6982,6.2102,11.3229,24.3065,4.263,-0.7396,-0.1759,458900368.82,2.0,304,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
DZS,AK PORTFÖY DOKUZUNCU SERBEST FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,1.5734,1.112,0.9505,0.1615,4.5797,3.1897,1.39,9.6939,18.414,49.7972,2.0012,-0.3975,0.0,53014198.87,123.0,286,,,,,,,,,,,,,,,2026-08-24,2026-08-24,2026-08-24 06:27:44
EBI,EMAA BLUE PORTFÖY İKİNCİ SERBEST (DÖVİZ-AVRO) FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,57.4251,1.4239,0.7617,0.6622,4.9195,1.4249,3.4946,7.3282,8.545,,4.5507,-1.5919,0.0,794193872.74,23.0,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,1.99,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
EBS,EMAA BLUE PORTFÖY BİRİNCİ SERBEST (DÖVİZ-ABD DOLARI) FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,49.2743,0.4854,0.5738,-0.0884,2.4204,1.5742,0.8462,6.8802,11.5706,,1.8732,-0.106,0.0,4462660810.25,34.0,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.31,0.0,0.0,0.0,0.19,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
EDD,QNB PORTFÖY ENPARA DENGELİ DEĞİŞKEN ÖZEL FON,Değişken,VERIFY_ELIGIBILITY,Özel fon; erişim kısıtı olabilir,True,2026-08-24,1.1449,1.1759,0.9093,0.2666,5.333,2.1701,3.163,7.4196,,,4.5731,-2.0663,0.0,23415672.02,829.0,119,10.12,13.73,0.0,0.0,0.0,0.0,0.0,0.0,6.24,0.0,0.0,0.0,57.06,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
EDT,DENİZ PORTFÖY TED EĞİTİME DESTEK SERBEST FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,2.2653,0.7324,0.7311,0.0013,2.9558,3.3616,-0.4058,10.0178,21.6837,46.5272,1.1657,0.0,0.0,977969357.07,637.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,12.4,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 06:27:44
